user_id,department,user_role,location,login_hour,login_duration,accessed_sensitive_files,file_download_mb,external_device_access,failed_logins,vpn_usage,is_admin,number_of_devices_used,suspicious_ip_flag,weekend_activity,days_since_last_password_change,is_anomaly
4767,HR,Executive,Berlin,2,9.32,19,1395,0,5,1,1,7,0,0,41,0
1524,Operations,Executive,New York,16,2.09,11,4285,1,1,0,1,1,0,1,43,0
4666,Operations,Support,Bangalore,3,1.66,13,1121,0,2,0,1,1,0,1,18,0
7823,Operations,Analyst,Sydney,22,3.71,4,4300,1,5,0,1,4,0,0,74,0
5027,Marketing,Engineer,Toronto,8,1.74,13,297,1,4,0,0,6,1,1,122,1
1888,Sales,Engineer,Bangalore,18,6.82,15,928,0,0,1,1,3,0,0,88,0
4787,IT,Support,Berlin,15,6.52,7,881,0,5,1,1,5,1,0,31,1
2411,Sales,Manager,London,6,4.4,7,4801,1,1,1,1,4,0,0,132,0
5843,Finance,Manager,Berlin,13,9.3,20,2141,1,3,0,0,4,0,0,27,1
8971,Operations,Support,London,15,3.96,17,387,1,2,0,0,10,0,1,4,0
1344,Finance,Support,London,0,4.6,16,5779,1,4,1,0,10,0,1,87,1
6946,HR,Analyst,London,4,4.49,1,4444,0,3,1,1,9,1,1,63,1
4580,IT,Executive,New York,22,3.05,6,2167,1,5,0,1,2,1,1,54,1
8367,Marketing,Manager,Berlin,19,1.71,13,1891,1,5,1,0,4,1,1,35,1
8432,Finance,Manager,Sydney,9,0.65,2,5796,1,0,1,0,3,0,1,19,0
8079,Marketing,Support,Sydney,18,3.47,14,4086,1,5,1,0,6,0,1,166,0
2808,HR,Engineer,London,17,2.92,5,5537,0,7,1,0,4,1,0,28,1
8192,IT,Manager,Berlin,11,1.7,14,5048,0,4,1,1,7,0,0,11,0
9343,Finance,Executive,London,3,2.04,10,1887,1,4,0,1,7,0,1,156,0
7058,Marketing,Manager,London,2,6.95,8,2216,1,0,1,0,7,1,1,110,1
8815,IT,Support,Bangalore,3,2.26,6,5785,1,4,0,0,6,0,1,16,1
8147,Marketing,Engineer,Sydney,17,8.04,4,254,0,2,1,1,1,1,1,31,0
3782,HR,Executive,Berlin,19,5.12,12,4970,0,4,0,0,3,1,1,165,1
3383,IT,Manager,Sydney,21,2.43,2,2145,0,3,0,0,8,1,1,47,1
8676,Finance,Engineer,London,17,6.09,15,1096,1,1,0,1,9,1,1,162,1
4095,IT,Manager,Bangalore,10,4.35,9,3770,0,5,0,1,1,0,0,97,0
2132,Operations,Executive,New York,18,0.34,1,2994,1,6,1,0,8,1,0,138,1
8005,Finance,Manager,New York,22,3.08,19,5390,1,0,1,0,10,1,0,163,1
4469,Sales,Support,New York,4,0.83,5,949,1,2,1,1,3,0,1,48,0
3721,Sales,Support,Bangalore,5,9.49,8,2183,0,7,1,0,4,0,1,45,0
2055,Marketing,Engineer,New York,10,7.33,20,5619,0,6,0,1,7,1,1,95,1
1615,IT,Manager,Berlin,9,9.93,11,4361,0,0,0,0,8,0,0,15,0
2846,HR,Support,Sydney,15,3.25,10,4242,0,1,0,1,5,0,1,80,0
6660,IT,Engineer,Bangalore,6,8.65,3,4032,0,4,1,1,8,1,0,1,1
7047,Marketing,Support,New York,0,1.51,2,4640,1,0,1,1,4,1,0,52,1
8139,Finance,Analyst,London,1,0.73,2,2043,1,2,1,1,5,1,0,90,0
9360,Finance,Executive,Berlin,10,9.72,12,4619,0,7,1,0,5,1,0,63,1
5268,Sales,Support,New York,13,9.12,20,5715,0,1,1,0,5,0,1,119,0
7964,Operations,Engineer,London,17,4.2,10,19,1,4,0,1,8,1,0,69,1
5428,Finance,Executive,Toronto,7,1.75,4,944,1,2,0,1,6,1,0,56,1
3756,IT,Engineer,Toronto,8,1.55,18,5698,0,3,1,1,1,1,1,34,0
6169,Operations,Support,Sydney,19,2.34,11,1412,0,4,0,1,8,1,1,34,1
4605,Sales,Support,New York,6,7.35,17,3325,1,3,1,1,9,1,0,172,1
2399,Marketing,Manager,Sydney,5,2.17,20,3642,0,0,1,0,9,1,1,102,1
9555,Marketing,Engineer,Bangalore,3,7.35,7,3706,0,2,1,1,3,0,1,9,0
9502,IT,Manager,Toronto,17,1.03,13,5405,0,7,1,1,6,0,0,106,0
5864,Operations,Analyst,New York,13,8.49,9,4788,1,2,1,1,7,0,0,74,0
3530,Operations,Support,Toronto,9,8.41,8,5236,0,4,0,1,4,1,0,45,1
4864,Finance,Analyst,Sydney,17,9.47,3,803,1,3,1,1,1,0,0,177,0
3682,IT,Engineer,Berlin,13,0.71,20,5351,0,7,1,0,1,1,0,123,1
6390,Operations,Executive,Bangalore,18,9.22,2,5604,1,1,0,0,7,1,1,102,1
2549,HR,Analyst,London,21,4.48,14,3619,0,0,0,1,8,0,0,118,0
1562,HR,Manager,Bangalore,20,8.64,8,3645,0,0,0,0,6,1,0,129,1
7000,IT,Support,New York,19,6.45,1,3239,0,3,1,0,6,1,1,8,1
5943,Finance,Engineer,Toronto,11,7.79,3,2616,1,5,0,1,7,1,1,47,1
1185,Finance,Support,New York,21,3.34,19,1557,1,7,1,1,1,1,1,93,1
8250,IT,Support,New York,19,6.22,0,5217,0,5,1,1,4,1,0,32,1
3202,Marketing,Engineer,London,22,3.87,17,2639,1,2,0,1,10,1,0,126,1
5733,Marketing,Manager,Berlin,16,8.57,15,1360,0,1,1,0,3,1,0,20,0
5214,HR,Support,Toronto,23,6.88,8,4799,0,3,1,1,1,0,1,163,0
4927,Finance,Support,New York,12,1.05,7,1538,1,4,1,1,8,0,1,145,0
1883,Finance,Manager,New York,2,7.95,13,4647,0,2,1,0,8,0,0,159,1
9742,Sales,Analyst,London,19,2.72,5,4176,0,7,1,1,4,0,1,27,0
1517,IT,Engineer,Bangalore,13,3.73,13,452,1,1,1,0,5,1,0,99,0
3030,Finance,Support,Berlin,2,3.31,19,995,1,1,0,0,1,0,0,65,0
2762,Sales,Executive,Toronto,23,1.66,0,315,0,2,1,0,7,0,0,29,0
3146,Operations,Support,New York,7,6.51,5,3240,1,2,1,1,1,1,0,77,0
7002,HR,Executive,Toronto,6,5.48,19,10,0,7,1,0,4,0,1,99,0
8427,Sales,Executive,New York,4,4.61,14,5276,1,1,1,0,9,1,1,131,1
4810,IT,Analyst,Toronto,23,2.71,2,2047,0,3,0,0,9,0,1,43,0
8005,HR,Manager,Toronto,6,4.69,6,1790,0,2,1,1,6,1,1,47,1
8444,Marketing,Support,Sydney,3,6.69,14,417,1,2,0,1,2,0,0,22,0
2344,IT,Support,Toronto,22,9.04,5,1229,0,3,0,1,2,0,1,75,0
2148,IT,Analyst,Toronto,12,9.16,17,1366,0,5,0,1,3,0,0,114,0
4079,Marketing,Support,Bangalore,18,7.97,18,2828,1,0,1,0,1,0,1,81,0
3521,Marketing,Analyst,Sydney,3,0.46,9,443,1,6,1,1,2,0,0,22,0
3151,Finance,Support,Bangalore,0,2.8,12,2345,0,2,0,1,6,1,0,117,1
8995,IT,Support,Sydney,14,3.16,14,457,0,7,1,0,7,1,0,132,1
4745,Sales,Executive,New York,11,6.76,11,2659,0,5,0,0,1,0,1,92,0
2612,Operations,Engineer,Sydney,18,0.84,17,2518,0,2,0,1,6,0,1,6,0
2290,Marketing,Manager,Bangalore,2,9.58,1,1321,1,2,1,0,4,1,0,20,0
2296,Marketing,Support,London,5,8.64,18,202,1,6,1,1,7,1,1,54,1
8121,Operations,Manager,London,7,5.06,16,2689,0,7,1,1,5,0,0,1,0
3498,Finance,Support,Sydney,11,3.48,3,5842,0,0,1,0,5,1,1,116,0
5314,Operations,Support,Toronto,6,5.85,16,4355,1,7,0,0,8,0,1,17,0
4933,HR,Executive,Berlin,16,6.9,14,3313,1,3,1,0,2,0,0,38,0
5595,Sales,Engineer,New York,2,4.19,16,3350,1,2,1,0,2,0,1,56,0
5363,Finance,Support,Bangalore,13,8.82,10,4622,1,7,1,0,4,0,1,136,0
1089,Operations,Analyst,Toronto,16,6.71,11,1049,1,4,1,1,9,0,1,128,0
9605,HR,Support,Toronto,22,9.96,8,4117,0,7,1,0,7,1,1,30,1
9835,Sales,Manager,Toronto,17,4.5,9,2892,0,5,0,1,3,0,0,26,0
6651,IT,Manager,Sydney,3,0.87,7,1625,1,6,0,1,2,1,0,96,1
8984,Finance,Support,Bangalore,19,8.35,17,574,1,0,1,0,2,1,1,22,0
2245,IT,Executive,London,3,6.05,2,1387,1,7,0,0,1,0,1,60,0
3994,Operations,Support,Berlin,20,1.48,14,1361,1,5,0,0,3,1,0,157,1
3407,HR,Manager,London,14,5.43,19,4053,0,6,1,1,8,1,1,135,1
6384,Operations,Executive,New York,13,5.37,9,4358,1,1,0,1,9,0,0,178,0
1074,IT,Manager,New York,2,7.02,13,3852,0,6,0,0,7,0,1,114,0
7736,HR,Manager,New York,13,3.4,18,5738,0,4,0,1,2,1,1,132,1
7269,IT,Manager,London,15,9.01,14,2749,0,3,0,1,1,1,1,83,0
3369,HR,Analyst,London,11,6.14,12,218,1,2,0,0,6,0,0,4,0
4423,Operations,Executive,Berlin,9,8.48,9,2408,0,2,1,0,5,0,0,162,0
9835,IT,Manager,Bangalore,15,4.44,5,4471,1,2,1,0,4,1,1,93,0
9258,IT,Executive,London,7,2.29,0,5802,0,6,1,1,1,0,0,177,0
2265,IT,Analyst,Bangalore,4,5.51,15,2396,1,4,0,1,8,0,0,50,0
1806,Marketing,Engineer,London,12,5.49,8,4909,0,7,0,1,6,1,1,99,1
2766,Finance,Support,Sydney,0,8.54,9,1436,1,3,1,1,2,1,0,166,0
7141,Sales,Manager,Toronto,11,9.53,11,937,1,3,1,0,7,0,1,172,0
6389,Finance,Manager,Toronto,8,9.02,11,5508,0,2,1,1,10,0,0,79,0
4569,HR,Manager,New York,2,3.18,6,748,0,2,0,0,10,1,0,107,1
6454,IT,Manager,Berlin,23,1.85,20,1286,0,7,1,1,2,0,0,99,0
1739,Operations,Analyst,Sydney,23,0.31,12,5532,0,3,0,0,1,1,0,53,0
1006,Finance,Analyst,Bangalore,6,6.72,16,203,1,0,0,0,5,0,1,170,0
2009,Operations,Support,Sydney,19,0.9,16,2538,1,3,0,0,6,1,1,114,1
4560,HR,Engineer,Bangalore,14,7.45,11,5329,0,7,0,0,1,1,0,80,1
5317,Marketing,Executive,New York,4,7.93,0,3604,1,1,0,1,8,0,1,104,0
5267,IT,Analyst,Sydney,5,1.67,15,304,1,1,1,1,5,1,0,76,0
2565,Finance,Engineer,New York,8,3.07,10,352,0,6,0,1,6,1,1,60,1
7488,Marketing,Support,Berlin,4,0.4,2,4444,1,4,0,0,10,0,1,41,1
9663,Marketing,Executive,London,15,9.59,9,129,0,1,0,1,3,0,1,153,1
8784,Sales,Manager,New York,0,7.65,3,3316,1,5,0,1,8,1,0,147,1
6300,Sales,Executive,Berlin,0,4.68,5,5093,0,2,0,1,1,1,0,150,1
2958,IT,Analyst,Toronto,20,6.32,4,4273,1,5,0,1,10,1,1,99,1
1695,Sales,Manager,Berlin,18,2.89,4,286,0,2,0,1,2,0,0,173,0
9704,Finance,Executive,New York,11,2.6,9,3904,0,7,0,1,1,0,1,7,0
7189,Finance,Manager,London,20,7.36,4,4797,0,0,1,0,2,0,1,78,0
8820,Operations,Support,New York,21,3.13,9,3854,0,0,1,1,9,0,1,99,0
3627,IT,Analyst,Berlin,8,1.99,1,3636,1,3,1,0,3,1,1,60,0
9161,Operations,Support,Sydney,2,5.25,11,4453,1,7,1,0,10,0,0,159,1
4457,Operations,Support,Berlin,5,4.62,7,1457,1,4,1,1,10,0,0,156,0
9293,HR,Engineer,London,8,3.45,19,5453,0,4,0,0,4,1,0,129,1
5374,Operations,Support,London,17,8.86,17,1762,1,0,1,0,6,1,0,51,1
8162,Marketing,Engineer,Bangalore,6,3.78,14,274,1,7,0,0,8,1,0,131,1
2821,Sales,Analyst,Sydney,23,6.58,18,5028,0,6,0,1,6,0,0,15,0
8395,Operations,Manager,Toronto,14,8.15,3,1234,1,5,1,1,2,1,1,64,1
4574,HR,Engineer,Berlin,16,2.12,3,2457,1,2,1,1,9,0,1,59,0
6137,HR,Engineer,Bangalore,23,1.22,15,3650,1,5,1,0,7,0,1,101,0
9579,Sales,Analyst,Toronto,23,6.21,4,296,1,7,0,0,1,0,0,92,0
1831,Sales,Support,Sydney,9,7.5,9,806,0,5,1,1,5,1,0,64,1
6904,Marketing,Support,Bangalore,20,2.8,15,1594,0,0,0,1,3,0,1,95,0
7711,IT,Analyst,Toronto,14,0.73,13,200,1,2,0,1,8,0,1,53,0
9924,Finance,Analyst,London,7,2.37,14,4351,1,5,1,0,4,0,0,132,0
5615,Operations,Executive,Toronto,10,6.39,6,28,1,7,0,1,9,0,1,39,0
8959,Sales,Analyst,Sydney,21,2.81,19,1110,0,4,1,1,6,1,1,104,1
5464,Finance,Analyst,Bangalore,4,1,12,1213,1,1,0,0,2,1,0,168,0
9033,Finance,Engineer,Berlin,5,1.13,7,5101,0,6,0,0,8,0,0,52,0
3344,Operations,Executive,New York,20,3.15,0,3683,1,0,0,1,10,1,0,111,1
4499,HR,Manager,New York,13,6.65,14,4199,0,7,1,1,7,0,1,130,0
9605,Marketing,Engineer,Sydney,4,3.23,3,4802,1,2,1,0,4,1,1,132,1
3083,Finance,Executive,Bangalore,22,3.62,12,1520,1,2,0,0,2,0,1,173,0
9125,HR,Executive,Sydney,19,6,4,2761,0,1,1,1,1,0,0,155,0
1654,Finance,Manager,Toronto,9,8.27,7,5671,0,2,1,0,5,0,1,80,0
5362,IT,Analyst,Bangalore,2,1.7,14,3163,0,3,0,0,10,0,1,55,0
7978,Operations,Engineer,New York,23,7.25,11,4720,0,5,0,1,10,0,1,31,0
2144,Finance,Analyst,London,1,6.57,10,3536,0,1,0,0,9,1,1,174,1
6075,HR,Manager,New York,9,3.09,18,4856,1,5,0,1,7,1,0,13,1
5749,Sales,Executive,New York,16,0.43,17,2494,0,4,0,0,2,1,0,99,1
5704,Operations,Analyst,London,12,8.57,3,5470,1,7,0,0,8,0,1,158,0
6040,Operations,Analyst,Berlin,14,7.59,16,4557,1,3,1,0,6,0,0,74,0
6489,HR,Analyst,Berlin,23,7.2,20,5993,1,4,1,0,10,0,1,22,0
4794,Operations,Analyst,New York,13,0.48,8,1081,0,7,0,0,4,1,1,30,1
3171,IT,Analyst,Toronto,13,7,17,4375,0,7,0,1,7,1,0,81,1
9144,Finance,Executive,Bangalore,22,6.75,0,4862,0,7,0,0,1,1,1,79,1
2817,Sales,Executive,Toronto,0,3.22,10,5221,0,1,0,0,1,1,1,81,1
3285,Operations,Analyst,Berlin,17,5.57,13,127,0,4,0,1,5,1,1,157,1
5167,Sales,Manager,Berlin,16,7.92,9,4654,0,3,1,1,9,1,0,180,1
6112,Sales,Support,Sydney,6,0.61,19,3994,1,5,1,1,2,0,1,113,0
8646,Marketing,Manager,Sydney,13,5.25,14,4419,1,6,0,1,7,0,1,101,0
5211,Sales,Manager,Sydney,4,0.9,3,3773,1,0,1,0,3,1,1,159,0
2821,Finance,Engineer,New York,15,5.84,14,4924,0,0,0,1,1,1,1,155,0
9739,IT,Engineer,London,23,4.88,4,5509,0,2,0,0,4,1,1,92,0
9984,HR,Analyst,Bangalore,21,7.42,2,4594,0,6,0,0,10,1,1,81,1
8902,Marketing,Executive,Berlin,0,6.73,9,4306,0,1,1,1,2,1,0,45,1
5088,Finance,Engineer,New York,4,4.71,15,2006,1,1,1,1,8,1,1,148,1
7680,Sales,Support,Toronto,6,5.29,4,5131,0,3,0,0,8,1,0,167,1
3925,Operations,Engineer,Bangalore,8,6.75,17,3998,0,5,1,1,6,0,1,132,0
8991,IT,Engineer,Toronto,14,7.9,16,1090,1,1,1,1,2,1,0,15,0
7646,IT,Manager,Berlin,22,9.15,5,5388,1,0,0,0,1,1,0,155,0
5809,IT,Manager,Bangalore,20,1.77,10,3145,0,2,0,0,4,0,0,59,0
6504,Sales,Analyst,Berlin,22,3.4,9,2520,0,3,1,1,7,1,0,159,1
5235,Sales,Engineer,Toronto,0,9.11,9,5698,0,2,0,1,4,0,0,93,1
8475,Marketing,Executive,New York,18,9.76,11,5244,1,6,1,1,8,1,0,80,1
8032,IT,Support,Bangalore,23,3.33,1,1949,0,7,1,0,10,1,1,88,1
8229,IT,Engineer,Berlin,20,6.61,10,1425,0,0,0,0,4,1,1,137,0
7235,Marketing,Manager,Bangalore,23,6.71,13,1103,1,1,0,0,3,0,0,176,0
3324,IT,Executive,Bangalore,11,6.31,18,3359,1,3,1,0,6,1,1,147,1
9129,Finance,Support,New York,18,3.09,19,1143,1,3,1,0,10,1,0,168,1
8351,Sales,Support,London,7,2.98,1,3215,0,0,1,1,2,0,1,77,0
3256,Operations,Support,Toronto,7,7.12,5,384,0,6,0,0,10,1,1,73,1
3310,Marketing,Manager,Berlin,20,6.85,17,3525,0,3,1,0,8,1,0,9,1
9650,Operations,Engineer,Bangalore,16,3.63,4,5389,1,0,1,1,6,0,0,1,0
9037,IT,Analyst,Bangalore,8,4.38,19,1867,1,4,1,1,2,0,1,91,0
5070,Operations,Executive,Sydney,8,6.82,0,5500,1,2,1,0,4,1,1,30,0
6300,Operations,Manager,New York,2,3.64,18,5833,1,6,1,0,3,1,1,8,1
2733,Marketing,Support,London,16,8.39,12,5655,0,0,1,1,10,0,1,117,0
3094,Marketing,Executive,Toronto,22,4.01,6,233,0,2,1,0,1,0,1,73,0
5952,Operations,Analyst,London,2,9.73,10,3010,0,4,0,1,7,0,0,68,0
9299,Marketing,Analyst,Berlin,10,4.49,2,3776,0,1,0,1,10,0,1,172,0
7208,Marketing,Analyst,New York,5,3.69,17,4567,1,1,1,1,9,0,1,146,0
3506,Finance,Analyst,Berlin,0,7.78,19,5193,0,3,0,0,2,1,1,163,1
3190,IT,Support,Berlin,12,6.4,8,1322,1,7,1,0,8,1,1,140,1
8850,Marketing,Engineer,Toronto,11,0.99,5,2608,0,0,0,0,4,1,1,29,0
6497,IT,Executive,Toronto,10,6.04,3,3307,0,1,0,0,2,0,0,124,0
3908,HR,Manager,Sydney,18,9.91,1,868,1,5,0,1,7,0,1,47,0
7348,IT,Manager,Berlin,17,3.74,14,368,1,2,1,1,4,1,1,75,0
9527,Finance,Manager,Sydney,1,0.38,13,3288,0,7,0,1,4,1,1,103,1
7605,Finance,Support,Toronto,9,0.46,18,2365,1,6,1,1,2,0,1,98,1
9589,IT,Manager,Toronto,22,9.73,10,858,1,7,0,1,4,0,0,112,0
5099,Finance,Engineer,London,19,4.89,2,1144,0,6,1,0,4,1,0,173,1
5302,Finance,Executive,Berlin,21,8.98,18,4487,0,1,0,0,6,0,1,79,0
9287,Operations,Manager,London,14,4.33,13,562,1,7,1,0,8,0,1,16,0
1160,HR,Executive,New York,12,6.99,10,215,1,6,1,1,2,0,0,172,0
7525,Operations,Support,Sydney,9,7.9,2,681,1,1,1,1,8,0,1,21,0
5802,Marketing,Manager,Sydney,13,6.72,4,2491,1,2,0,1,10,1,1,95,1
1741,Marketing,Executive,New York,9,1.14,11,2775,0,6,0,1,7,0,0,114,0
5598,Marketing,Executive,London,7,8.92,4,1057,0,7,1,0,2,0,1,146,0
8640,Finance,Engineer,New York,18,6.13,3,1685,1,6,1,1,1,0,1,125,0
4805,Marketing,Engineer,Bangalore,16,9.98,16,2824,0,5,1,0,5,1,0,59,1
6679,Sales,Analyst,London,16,0.76,14,5879,1,3,0,0,8,0,1,94,0
5440,Finance,Manager,New York,22,0.36,12,587,0,7,1,1,3,0,0,112,0
8140,Operations,Support,London,7,5.43,8,2796,0,4,0,1,7,0,1,155,1
1557,Marketing,Engineer,Sydney,10,6.06,6,4452,1,4,1,1,7,1,0,142,1
3116,Sales,Manager,Sydney,18,1.08,7,4047,0,4,1,0,1,1,1,57,1
3171,Finance,Executive,Toronto,18,6.3,11,1935,1,0,0,1,6,0,1,31,0
6411,Finance,Engineer,Berlin,21,0.29,20,492,0,0,1,0,3,1,0,55,0
8976,Operations,Support,Sydney,11,3.6,15,3604,0,0,1,1,4,0,1,117,0
8001,Operations,Manager,Toronto,12,1.73,19,4788,1,0,1,1,2,1,1,100,0
6210,HR,Executive,Berlin,18,2.53,18,5676,0,7,1,0,8,1,1,52,1
2542,Finance,Manager,London,13,7.29,1,3965,0,6,1,1,6,1,1,77,1
9238,Sales,Analyst,Berlin,1,1.23,5,1,1,3,1,0,4,0,1,57,0
4601,Finance,Support,Sydney,13,9.68,2,802,0,2,1,0,9,1,1,134,1
4123,IT,Analyst,London,7,5.56,4,266,1,5,1,1,4,1,1,93,1
7671,Sales,Support,New York,16,1.72,4,2228,0,7,0,1,9,0,0,142,0
6114,Sales,Engineer,Berlin,12,2.94,17,4688,0,0,1,1,10,1,0,164,1
4463,IT,Analyst,Toronto,6,7.76,8,4455,0,0,1,1,1,1,1,116,0
6064,Marketing,Support,Bangalore,9,7.33,2,1994,0,6,1,1,4,0,1,63,0
5598,Finance,Support,New York,17,3.84,18,4912,1,0,0,1,6,0,0,59,0
9680,Operations,Engineer,Sydney,16,7.79,20,2682,0,0,0,1,8,1,0,71,1
5189,IT,Manager,Bangalore,14,7.15,3,4537,0,6,0,1,1,0,1,55,0
9329,Sales,Manager,Sydney,15,3.28,11,5584,0,1,0,0,4,1,1,162,0
4423,Sales,Manager,New York,7,3.09,15,4609,1,4,1,0,6,0,0,92,0
1157,Finance,Manager,Berlin,23,8.68,6,5903,0,4,1,1,7,1,0,7,1
3727,Marketing,Manager,Berlin,23,2.43,4,2250,1,3,1,0,10,0,0,91,0
9075,Sales,Engineer,Berlin,15,6.71,17,1458,1,2,0,1,8,1,1,57,1
8777,Operations,Analyst,Bangalore,1,7.62,20,4760,0,4,1,1,4,1,1,17,1
6527,Finance,Support,Berlin,3,1.04,19,2416,1,0,0,1,10,0,0,100,0
4670,HR,Analyst,Toronto,8,4.09,12,2042,1,5,1,0,9,1,1,61,1
2980,Operations,Engineer,Sydney,6,6.61,12,232,1,4,0,0,5,1,0,94,1
8971,Finance,Executive,Toronto,0,7.41,14,3616,1,1,0,1,4,0,0,28,0
5570,HR,Support,Sydney,18,5.51,19,458,0,1,1,1,4,0,1,42,0
3393,Finance,Executive,Bangalore,23,1.2,9,3682,0,0,1,1,10,0,0,1,0
7250,IT,Manager,New York,17,6.55,10,4549,1,2,1,1,3,1,0,120,0
5572,Finance,Manager,London,16,7.22,5,4700,1,6,0,0,7,1,0,157,1
4060,Finance,Analyst,New York,9,5.59,5,5842,0,5,0,1,5,0,1,160,0
6953,IT,Analyst,Sydney,21,1.24,3,1861,0,4,0,1,7,0,0,4,0
7879,HR,Executive,Berlin,21,8.43,11,1825,1,7,0,1,4,0,0,39,1
1313,Marketing,Executive,Berlin,5,4.31,12,5011,1,5,0,1,3,1,1,25,1
4348,Operations,Manager,Sydney,12,7.02,6,624,1,4,0,1,7,1,0,115,1
1135,Finance,Support,Toronto,17,2.88,3,273,1,2,1,0,1,1,0,141,0
7396,IT,Engineer,Bangalore,22,7.55,8,4676,0,1,1,1,9,1,0,157,1
4464,Finance,Executive,New York,7,0.38,6,4602,0,4,0,1,7,1,1,82,1
7627,IT,Manager,New York,19,4.89,5,429,1,1,0,1,8,0,0,103,0
6149,Marketing,Engineer,Berlin,19,4.08,5,1982,0,2,0,0,7,1,0,49,1
3587,Operations,Executive,Berlin,4,5.88,7,626,0,5,1,1,3,0,0,77,0
2440,HR,Support,Bangalore,17,5.15,4,3972,1,6,0,0,3,1,0,167,1
5450,Finance,Executive,London,18,0.61,1,5887,0,4,1,0,4,1,1,142,1
9555,IT,Engineer,Berlin,11,9.87,18,3148,0,4,0,0,9,0,1,127,0
1916,Sales,Analyst,Toronto,5,8.07,13,2146,0,0,0,1,6,0,0,65,0
2119,Operations,Analyst,Toronto,21,4.81,11,1487,1,5,1,0,8,0,1,80,0
3178,Sales,Executive,Bangalore,21,8.99,10,783,1,2,0,1,10,0,0,19,0
3136,Sales,Analyst,Sydney,0,4.48,19,4213,0,4,0,0,1,0,1,141,1
8625,IT,Support,Toronto,12,6.41,19,3757,1,6,1,1,6,1,1,102,1
4195,Sales,Engineer,Berlin,19,0.55,19,2806,1,5,0,1,1,0,0,123,0
8872,HR,Analyst,New York,23,0.44,5,497,0,4,0,1,10,0,0,122,0
6290,IT,Analyst,Berlin,0,1.47,12,5921,1,3,0,0,8,0,1,105,1
3203,Sales,Manager,London,5,4.07,16,5145,0,2,1,0,4,1,1,167,0
4506,IT,Executive,London,5,3.35,10,985,0,1,0,0,2,0,1,167,0
7910,HR,Manager,Berlin,16,1.25,16,4282,0,2,1,0,6,0,0,171,0
1333,Operations,Executive,Toronto,13,9.07,19,3341,0,7,1,0,9,1,0,64,1
7740,HR,Manager,Toronto,11,4.38,8,4941,0,3,1,0,3,0,1,50,0
9213,Marketing,Engineer,Bangalore,16,8.88,16,3279,1,0,0,0,10,1,0,95,1
3625,Operations,Manager,Sydney,1,2.28,12,351,0,5,1,1,8,0,1,167,0
3650,Finance,Manager,Berlin,3,5.64,8,418,0,6,1,1,2,0,0,97,0
1459,Operations,Analyst,New York,19,5.82,12,806,0,4,0,1,3,1,0,36,1
8958,Sales,Manager,Sydney,3,2.89,5,706,0,7,1,1,5,0,1,13,0
3382,HR,Analyst,Toronto,15,8.99,17,4928,1,3,0,1,10,1,1,72,1
9337,IT,Executive,London,21,6.78,1,573,1,4,0,1,2,0,0,74,0
2057,Finance,Support,New York,6,3.39,3,2715,1,0,1,1,3,0,1,70,0
8529,Marketing,Support,London,0,6.81,8,3795,0,2,0,0,7,1,1,24,1
9918,Finance,Manager,Toronto,22,10,3,2701,1,6,0,1,6,1,0,141,1
8999,Operations,Analyst,Toronto,4,6.26,1,3761,1,4,0,0,1,1,1,32,1
6531,Finance,Executive,Sydney,20,2.11,17,5056,0,5,0,1,8,0,1,150,0
7624,Operations,Executive,New York,21,6.74,8,424,0,2,0,0,9,0,0,4,0
1770,HR,Engineer,New York,8,5.84,1,2051,0,3,0,1,4,0,0,152,0
7362,HR,Manager,London,4,5.68,13,5584,0,4,0,0,2,0,0,54,1
6374,Finance,Executive,Bangalore,12,9.77,6,2952,1,4,0,0,8,0,1,154,0
9097,IT,Analyst,Sydney,1,8.57,5,3349,0,3,0,1,1,0,0,10,0
4485,Marketing,Analyst,Toronto,16,0.8,10,1606,1,4,0,0,1,0,0,3,0
2295,Sales,Manager,Bangalore,15,5.6,13,5858,1,7,1,1,6,0,0,127,0
1234,Sales,Manager,Sydney,22,7.12,14,2571,0,2,0,1,4,0,1,66,0
7412,IT,Executive,Toronto,20,9.38,8,3684,1,3,0,0,5,0,0,46,0
4715,Marketing,Executive,London,8,6.68,14,1658,1,2,1,1,6,0,1,94,0
9259,Sales,Analyst,London,23,5.08,17,741,0,3,0,0,2,0,1,136,0
9823,IT,Engineer,Bangalore,22,9.6,19,2780,0,7,0,0,2,1,1,82,1
9674,Operations,Engineer,Berlin,21,8.9,0,3820,0,3,1,0,9,0,0,87,0
6810,Operations,Executive,Berlin,10,5.88,7,3320,0,7,1,0,4,1,1,144,1
5649,Sales,Support,New York,12,2.29,14,2796,1,4,0,1,8,0,1,160,0
7363,IT,Support,Toronto,23,9.92,13,4515,1,3,0,0,6,1,0,1,1
3080,Sales,Executive,Bangalore,15,2.14,14,903,0,0,0,1,3,0,0,138,0
6094,Sales,Executive,Sydney,23,5.23,3,4299,0,2,0,0,4,1,1,105,0
5832,Sales,Support,Sydney,2,7.74,8,5755,0,4,0,1,1,0,0,149,1
1600,Finance,Analyst,Sydney,4,4.49,14,2197,0,2,0,1,2,1,0,160,0
7544,Marketing,Support,Bangalore,17,5.25,5,5417,0,7,0,1,6,1,0,87,1
2036,Sales,Manager,Bangalore,7,5.21,15,735,1,6,0,1,6,0,1,51,0
7702,HR,Engineer,Sydney,11,3,20,2893,0,6,0,1,8,1,0,45,1
